section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
BU-093_1_E2_RE_SEC-07_local,1,1.0,2.0,101.7,78.0,75.8
BU-093_1_E2_RE_SEC-07_local,2,2.0,2.0,77.2,65.2,61.7
BU-093_1_E2_RE_SEC-07_local,3,3.0,2.0,76.1,80.6,83.3
BU-093_1_E2_RE_SEC-07_local,4,4.0,2.0,78.9,78.6,75.5
BU-093_1_E2_RE_SEC-07_local,5,5.0,2.0,77.0,68.4,69.0
BU-093_1_E2_RE_SEC-07_local,6,6.0,2.0,75.1,66.0,65.3
BU-093_1_E2_RE_SEC-07_local,7,7.0,2.0,73.7,66.9,69.3
BU-093_1_E2_RE_SEC-07_local,8,8.0,2.0,72.9,68.6,68.2
BU-093_1_E2_RE_SEC-07_local,9,9.0,2.0,72.6,44.7,48.3
BU-093_1_E2_RE_SEC-07_local,10,10.0,2.0,67.8,19.9,16.3
BU-093_1_E2_RE_SEC-07_local,11,11.0,2.0,63.2,19.3,18.8
