section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
R-007_1_E1_RE_SEC-01_local,1,1.0,2.0,142.1,132.3,129.2
R-007_1_E1_RE_SEC-01_local,2,2.0,2.0,131.4,103.0,102.9
R-007_1_E1_RE_SEC-01_local,3,3.0,2.0,115.8,76.5,78.5
R-007_1_E1_RE_SEC-01_local,4,4.0,2.0,103.3,65.2,64.2
R-007_1_E1_RE_SEC-01_local,5,5.0,2.0,95.1,64.1,64.2
R-007_1_E1_RE_SEC-01_local,6,6.0,2.0,89.3,61.1,63.3
R-007_1_E1_RE_SEC-01_local,7,7.0,2.0,84.9,48.8,44.3
R-007_1_E1_RE_SEC-01_local,8,8.0,2.0,79.1,40.1,39.7
R-007_1_E1_RE_SEC-01_local,9,9.0,2.0,74.6,43.3,43.3
R-007_1_E1_RE_SEC-01_local,10,10.0,2.0,71.4,32.1,32.2
R-007_1_E1_RE_SEC-01_local,11,11.0,2.0,66.5,19.0,17.6
