section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
R-004_1_E1_RE_SEC-03_local,1,1.0,2.0,104.8,88.3,84.2
R-004_1_E1_RE_SEC-03_local,2,2.0,2.0,87.2,57.7,59.8
R-004_1_E1_RE_SEC-03_local,3,3.0,2.0,73.3,44.3,39.7
R-004_1_E1_RE_SEC-03_local,4,4.0,2.0,65.3,36.7,40.5
R-004_1_E1_RE_SEC-03_local,5,5.0,2.0,58.5,29.3,25.6
R-004_1_E1_RE_SEC-03_local,6,6.0,2.0,52.9,26.5,27.3
R-004_1_E1_RE_SEC-03_local,7,7.0,2.0,48.8,22.4,23.3
R-004_1_E1_RE_SEC-03_local,8,8.0,2.0,45.0,23.5,21.2
R-004_1_E1_RE_SEC-03_local,9,9.0,2.0,42.9,26.0,29.1
R-004_1_E1_RE_SEC-03_local,10,10.0,2.0,41.0,15.3,166.0
R-004_1_E1_RE_SEC-03_local,11,11.0,2.0,37.7,5.5,5.7
