section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
R-004_1_E1_RE_SEC-02_local,1,1.0,2.0,115.9,97.5,95.8
R-004_1_E1_RE_SEC-02_local,2,2.0,2.0,96.6,72.0,72.3
R-004_1_E1_RE_SEC-02_local,3,3.0,2.0,86.2,59.3,59.0
R-004_1_E1_RE_SEC-02_local,4,4.0,2.0,77.6,55.4,55.2
R-004_1_E1_RE_SEC-02_local,5,5.0,2.0,73.6,39.8,43.1
R-004_1_E1_RE_SEC-02_local,6,6.0,2.0,68.8,27.5,18.6
R-004_1_E1_RE_SEC-02_local,7,7.0,2.0,58.9,1.9,13.4
R-004_1_E1_RE_SEC-02_local,8,8.0,2.0,52.4,28.3,26.6
R-004_1_E1_RE_SEC-02_local,9,9.0,2.0,49.9,37.5,40.6
R-004_1_E1_RE_SEC-02_local,10,10.0,2.0,48.7,23.1,23.8
