section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
MU-214_1_E1_RE_SEC-08_local,1,1.0,2.0,86.0,84.5,90.3
MU-214_1_E1_RE_SEC-08_local,2,2.0,2.0,83.6,78.3,77.5
MU-214_1_E1_RE_SEC-08_local,3,3.0,2.0,80.7,67.4,66.7
MU-214_1_E1_RE_SEC-08_local,4,4.0,2.0,75.3,56.4,55.3
MU-214_1_E1_RE_SEC-08_local,5,5.0,2.0,70.9,57.3,57.4
MU-214_1_E1_RE_SEC-08_local,6,6.0,2.0,69.3,67.8,67.8
MU-214_1_E1_RE_SEC-08_local,7,7.0,2.0,70.0,83.2,83.4
MU-214_1_E1_RE_SEC-08_local,8,8.0,2.0,72.8,90.1,93.6
MU-214_1_E1_RE_SEC-08_local,9,9.0,2.0,74.6,63.6,64.7
MU-214_1_E1_RE_SEC-08_local,10,10.0,2.0,71.1,41.4,39.4
