section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
BU-054_1_E1_RE_SEC-01_local,1,1.0,2.0,79.5,55.4,59.9
BU-054_1_E1_RE_SEC-01_local,2,2.0,2.0,54.0,28.5,26.5
BU-054_1_E1_RE_SEC-01_local,3,3.0,2.0,44.7,46.6,48.1
BU-054_1_E1_RE_SEC-01_local,4,4.0,2.0,50.2,63.6,63.2
BU-054_1_E1_RE_SEC-01_local,5,5.0,2.0,52.3,51.6,52.0
BU-054_1_E1_RE_SEC-01_local,6,6.0,2.0,50.7,40.0,40.1
BU-054_1_E1_RE_SEC-01_local,7,7.0,2.0,48.7,34.6,35.0
BU-054_1_E1_RE_SEC-01_local,8,8.0,2.0,46.5,29.5,28.2
BU-054_1_E1_RE_SEC-01_local,9,9.0,2.0,44.3,29.5,29.7
BU-054_1_E1_RE_SEC-01_local,10,10.0,2.0,43.0,34.0,33.8
BU-054_1_E1_RE_SEC-01_local,11,11.0,2.0,42.4,37.5,37.6
