section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
BU-192_1_E1_RE_SEC-03_local,1,1.0,2.0,83.3,66.8,63.1
BU-192_1_E1_RE_SEC-03_local,2,2.0,2.0,65.3,49.0,48.1
BU-192_1_E1_RE_SEC-03_local,3,3.0,2.0,59.9,49.3,49.1
BU-192_1_E1_RE_SEC-03_local,4,4.0,2.0,56.9,48.3,48.6
BU-192_1_E1_RE_SEC-03_local,5,5.0,2.0,55.1,48.4,48.1
BU-192_1_E1_RE_SEC-03_local,6,6.0,2.0,54.0,47.8,47.7
BU-192_1_E1_RE_SEC-03_local,7,7.0,2.0,53.0,45.3,45.8
BU-192_1_E1_RE_SEC-03_local,8,8.0,2.0,51.8,43.3,43.3
BU-192_1_E1_RE_SEC-03_local,9,9.0,2.0,50.8,42.6,43.3
BU-192_1_E1_RE_SEC-03_local,10,10.0,2.0,49.9,43.3,43.1
