section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
BU-192_1_E1_RE_SEC-08_local,1,1.0,2.0,86.7,74.0,71.6
BU-192_1_E1_RE_SEC-08_local,2,2.0,2.0,72.7,59.3,58.1
BU-192_1_E1_RE_SEC-08_local,3,3.0,2.0,68.1,62.6,62.5
BU-192_1_E1_RE_SEC-08_local,4,4.0,2.0,67.5,65.6,66.3
BU-192_1_E1_RE_SEC-08_local,5,5.0,2.0,67.0,64.5,64.2
BU-192_1_E1_RE_SEC-08_local,6,6.0,2.0,66.5,63.3,65.0
BU-192_1_E1_RE_SEC-08_local,7,7.0,2.0,66.0,49.9,49.1
BU-192_1_E1_RE_SEC-08_local,8,8.0,2.0,62.5,27.2,26.6
BU-192_1_E1_RE_SEC-08_local,9,9.0,2.0,57.5,13.1,13.8
BU-192_1_E1_RE_SEC-08_local,10,10.0,2.0,52.7,6.5,7.4
BU-192_1_E1_RE_SEC-08_local,11,11.0,2.0,48.4,6.2,176.0
