section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
BU-192_1_E1_RE_SEC-02_local,1,1.0,2.0,92.7,67.7,65.5
BU-192_1_E1_RE_SEC-02_local,2,2.0,2.0,67.5,49.9,52.6
BU-192_1_E1_RE_SEC-02_local,3,3.0,2.0,62.5,48.6,48.9
BU-192_1_E1_RE_SEC-02_local,4,4.0,2.0,57.2,48.1,47.4
BU-192_1_E1_RE_SEC-02_local,5,5.0,2.0,56.3,52.3,52.7
BU-192_1_E1_RE_SEC-02_local,6,6.0,2.0,55.5,50.9,51.3
BU-192_1_E1_RE_SEC-02_local,7,7.0,2.0,54.7,46.4,48.7
BU-192_1_E1_RE_SEC-02_local,8,8.0,2.0,53.2,37.5,37.2
BU-192_1_E1_RE_SEC-02_local,9,9.0,2.0,50.9,29.1,27.1
BU-192_1_E1_RE_SEC-02_local,10,10.0,2.0,48.3,0.6,3.1
