section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
R-002_1_E2_RE_SEC-02_local,1,1.0,2.0,91.8,79.6,78.8
R-002_1_E2_RE_SEC-02_local,2,2.0,2.0,78.5,69.8,66.0
R-002_1_E2_RE_SEC-02_local,3,3.0,2.0,77.1,74.9,79.7
R-002_1_E2_RE_SEC-02_local,4,4.0,2.0,76.7,70.1,66.3
R-002_1_E2_RE_SEC-02_local,5,5.0,2.0,74.3,57.4,72.0
R-002_1_E2_RE_SEC-02_local,6,6.0,2.0,70.7,19.4,11.9
R-002_1_E2_RE_SEC-02_local,7,7.0,2.0,60.0,7.5,7.0
R-002_1_E2_RE_SEC-02_local,8,8.0,2.0,50.8,9.3,9.5
R-002_1_E2_RE_SEC-02_local,9,9.0,2.0,43.8,8.6,9.5
R-002_1_E2_RE_SEC-02_local,10,10.0,2.0,38.5,21.4,20.1
R-002_1_E2_RE_SEC-02_local,11,11.0,2.0,31.5,34.3,39.6
R-002_1_E2_RE_SEC-02_local,12,12.0,2.0,25.6,26.6,27.3
