section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
BU-192_1_E2_RE_SEC-07_local,1,1.0,2.0,61.9,49.8,68.2
BU-192_1_E2_RE_SEC-07_local,2,2.0,2.0,49.3,33.1,32.2
BU-192_1_E2_RE_SEC-07_local,3,3.0,2.0,42.4,30.1,30.0
BU-192_1_E2_RE_SEC-07_local,4,4.0,2.0,39.5,31.9,31.7
BU-192_1_E2_RE_SEC-07_local,5,5.0,2.0,38.2,29.8,29.7
BU-192_1_E2_RE_SEC-07_local,6,6.0,2.0,36.2,29.1,28.9
BU-192_1_E2_RE_SEC-07_local,7,7.0,2.0,35.6,32.6,33.7
BU-192_1_E2_RE_SEC-07_local,8,8.0,2.0,35.3,32.1,31.7
BU-192_1_E2_RE_SEC-07_local,9,9.0,2.0,34.8,28.9,28.9
BU-192_1_E2_RE_SEC-07_local,10,10.0,2.0,34.0,28.8,28.4
BU-192_1_E2_RE_SEC-07_local,11,11.0,2.0,33.7,28.2,28.0
