section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
MU-230_1_E2_RE_SEC-09_local,1,1.0,2.0,102.6,100.3,95.7
MU-230_1_E2_RE_SEC-09_local,2,2.0,2.0,99.7,98.5,100.2
MU-230_1_E2_RE_SEC-09_local,3,3.0,2.0,99.7,98.3,97.6
MU-230_1_E2_RE_SEC-09_local,4,4.0,2.0,98.9,97.1,97.1
MU-230_1_E2_RE_SEC-09_local,5,5.0,2.0,98.7,96.7,96.7
MU-230_1_E2_RE_SEC-09_local,6,6.0,2.0,98.2,64.0,66.7
MU-230_1_E2_RE_SEC-09_local,7,7.0,2.0,90.7,16.9,9.8
MU-230_1_E2_RE_SEC-09_local,8,8.0,2.0,82.3,21.7,26.9
MU-230_1_E2_RE_SEC-09_local,9,9.0,2.0,76.6,21.7,20.7
MU-230_1_E2_RE_SEC-09_local,10,10.0,2.0,69.9,9.8,10.5
MU-230_1_E2_RE_SEC-09_local,11,11.0,2.0,63.4,26.9,21.6
