section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
MU-067_1_E2_RE_SEC-02_local,1,1.0,2.0,76.8,51.7,55.0
MU-067_1_E2_RE_SEC-02_local,2,2.0,2.0,50.6,26.1,25.8
MU-067_1_E2_RE_SEC-02_local,3,3.0,2.0,42.0,29.4,28.6
MU-067_1_E2_RE_SEC-02_local,4,4.0,2.0,39.5,38.1,36.6
MU-067_1_E2_RE_SEC-02_local,5,5.0,2.0,40.3,51.5,54.6
MU-067_1_E2_RE_SEC-02_local,6,6.0,2.0,43.6,78.5,77.1
MU-067_1_E2_RE_SEC-02_local,7,7.0,2.0,50.4,53.1,59.0
MU-067_1_E2_RE_SEC-02_local,8,8.0,2.0,45.4,11.2,165.7
MU-067_1_E2_RE_SEC-02_local,9,9.0,2.0,41.3,12.1,10.6
MU-067_1_E2_RE_SEC-02_local,10,10.0,2.0,38.3,12.2,11.7
MU-067_1_E2_RE_SEC-02_local,11,11.0,2.0,35.5,13.8,14.7
