section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
MU-067_1_E2_RE_SEC-03_local,1,1.0,2.0,54.1,44.1,62.3
MU-067_1_E2_RE_SEC-03_local,2,2.0,2.0,43.0,35.0,34.2
MU-067_1_E2_RE_SEC-03_local,3,3.0,2.0,41.1,43.9,40.7
MU-067_1_E2_RE_SEC-03_local,4,4.0,2.0,43.4,75.4,75.7
MU-067_1_E2_RE_SEC-03_local,5,5.0,2.0,54.1,85.1,93.2
MU-067_1_E2_RE_SEC-03_local,6,6.0,2.0,56.3,52.6,51.5
MU-067_1_E2_RE_SEC-03_local,7,7.0,2.0,53.7,35.3,32.7
MU-067_1_E2_RE_SEC-03_local,8,8.0,2.0,50.7,37.5,36.2
MU-067_1_E2_RE_SEC-03_local,9,9.0,2.0,49.8,25.3,25.9
MU-067_1_E2_RE_SEC-03_local,10,10.0,2.0,45.5,9.1,8.1
MU-067_1_E2_RE_SEC-03_local,11,11.0,2.0,42.3,13.6,13.5
