section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
MU-280_1_E2_RE_SEC-03_local,1,1.0,2.0,90.3,84.7,83.9
MU-280_1_E2_RE_SEC-03_local,2,2.0,2.0,83.6,73.8,72.4
MU-280_1_E2_RE_SEC-03_local,3,3.0,2.0,79.2,74.3,76.8
MU-280_1_E2_RE_SEC-03_local,4,4.0,2.0,78.9,76.2,76.5
MU-280_1_E2_RE_SEC-03_local,5,5.0,2.0,78.0,65.6,62.0
MU-280_1_E2_RE_SEC-03_local,6,6.0,2.0,74.5,37.0,43.3
MU-280_1_E2_RE_SEC-03_local,7,7.0,2.0,66.9,10.7,179.5
MU-280_1_E2_RE_SEC-03_local,8,8.0,2.0,59.3,4.2,6.8
MU-280_1_E2_RE_SEC-03_local,9,9.0,2.0,53.0,0.2,0.9
MU-280_1_E2_RE_SEC-03_local,10,10.0,2.0,47.3,3.7,5.6
MU-280_1_E2_RE_SEC-03_local,11,11.0,2.0,42.2,7.2,10.3
