section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
MU-293_1_E1_RE_SEC-10_local,1,1.0,2.0,113.9,116.3,113.1
MU-293_1_E1_RE_SEC-10_local,2,2.0,2.0,115.5,118.2,117.4
MU-293_1_E1_RE_SEC-10_local,3,3.0,2.0,116.8,113.1,117.3
MU-293_1_E1_RE_SEC-10_local,4,4.0,2.0,114.2,72.5,67.8
MU-293_1_E1_RE_SEC-10_local,5,5.0,2.0,100.2,20.9,23.0
MU-293_1_E1_RE_SEC-10_local,6,6.0,2.0,85.5,0.6,2.8
MU-293_1_E1_RE_SEC-10_local,7,7.0,2.0,72.2,1.6,1.5
MU-293_1_E1_RE_SEC-10_local,8,8.0,2.0,62.3,0.5,0.9
MU-293_1_E1_RE_SEC-10_local,9,9.0,2.0,53.7,3.2,3.4
MU-293_1_E1_RE_SEC-10_local,10,10.0,2.0,47.0,1.8,2.2
MU-293_1_E1_RE_SEC-10_local,11,11.0,2.0,41.8,2.9,2.1
