section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
BU-083_1_E2_RE_SEC-05_local,1,1.0,2.0,104.7,100.1,95.5
BU-083_1_E2_RE_SEC-05_local,2,2.0,2.0,99.4,84.1,84.2
BU-083_1_E2_RE_SEC-05_local,3,3.0,2.0,90.9,74.3,75.1
BU-083_1_E2_RE_SEC-05_local,4,4.0,2.0,86.8,61.7,61.7
BU-083_1_E2_RE_SEC-05_local,5,5.0,2.0,79.2,48.4,47.8
BU-083_1_E2_RE_SEC-05_local,6,6.0,2.0,73.8,50.1,50.4
BU-083_1_E2_RE_SEC-05_local,7,7.0,2.0,70.4,51.8,51.3
BU-083_1_E2_RE_SEC-05_local,8,8.0,2.0,67.7,47.7,47.7
BU-083_1_E2_RE_SEC-05_local,9,9.0,2.0,65.0,42.5,43.3
BU-083_1_E2_RE_SEC-05_local,10,10.0,2.0,62.3,39.0,37.9
