section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
MU-052_1_E2_RE_SEC-06_local,1,1.0,2.0,108.2,113.4,107.4
MU-052_1_E2_RE_SEC-06_local,2,2.0,2.0,110.2,105.0,107.2
MU-052_1_E2_RE_SEC-06_local,3,3.0,2.0,106.0,104.3,101.2
MU-052_1_E2_RE_SEC-06_local,4,4.0,2.0,107.2,106.5,115.3
MU-052_1_E2_RE_SEC-06_local,5,5.0,2.0,106.1,90.7,88.1
MU-052_1_E2_RE_SEC-06_local,6,6.0,2.0,101.8,79.3,78.3
MU-052_1_E2_RE_SEC-06_local,7,7.0,2.0,98.4,51.6,55.8
MU-052_1_E2_RE_SEC-06_local,8,8.0,2.0,89.6,22.5,15.5
MU-052_1_E2_RE_SEC-06_local,9,9.0,2.0,82.0,22.0,27.8
MU-052_1_E2_RE_SEC-06_local,10,10.0,2.0,76.2,12.9,11.3
MU-052_1_E2_RE_SEC-06_local,11,11.0,2.0,69.4,1.9,3.8
