section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
MU-092_1_E2_RE_SEC-02_local,1,1.0,2.0,128.7,126.5,122.5
MU-092_1_E2_RE_SEC-02_local,2,2.0,2.0,126.2,125.9,126.2
MU-092_1_E2_RE_SEC-02_local,3,3.0,2.0,126.8,106.3,110.0
MU-092_1_E2_RE_SEC-02_local,4,4.0,2.0,116.6,83.3,79.9
MU-092_1_E2_RE_SEC-02_local,5,5.0,2.0,109.7,100.5,99.0
MU-092_1_E2_RE_SEC-02_local,6,6.0,2.0,111.2,118.5,119.4
MU-092_1_E2_RE_SEC-02_local,7,7.0,2.0,112.2,122.3,128.2
MU-092_1_E2_RE_SEC-02_local,8,8.0,2.0,114.0,112.5,114.5
MU-092_1_E2_RE_SEC-02_local,9,9.0,2.0,112.2,81.5,77.5
MU-092_1_E2_RE_SEC-02_local,10,10.0,2.0,107.5,62.0,59.6
MU-092_1_E2_RE_SEC-02_local,11,11.0,2.0,103.3,16.7,17.0
MU-092_1_E2_RE_SEC-02_local,12,12.0,2.0,94.5,33.9,34.2
MU-092_1_E2_RE_SEC-02_local,13,13.0,2.0,85.1,43.0,42.9
