section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
MU-092_1_E2_RE_SEC-04_local,1,1.0,2.0,122.3,105.1,102.1
MU-092_1_E2_RE_SEC-04_local,2,2.0,2.0,105.3,95.0,94.9
MU-092_1_E2_RE_SEC-04_local,3,3.0,2.0,102.7,99.6,99.2
MU-092_1_E2_RE_SEC-04_local,4,4.0,2.0,102.3,96.3,99.0
MU-092_1_E2_RE_SEC-04_local,5,5.0,2.0,100.1,91.4,89.5
MU-092_1_E2_RE_SEC-04_local,6,6.0,2.0,98.5,86.9,90.1
MU-092_1_E2_RE_SEC-04_local,7,7.0,2.0,96.1,82.8,80.9
MU-092_1_E2_RE_SEC-04_local,8,8.0,2.0,94.5,85.5,87.3
MU-092_1_E2_RE_SEC-04_local,9,9.0,2.0,93.7,87.0,86.0
MU-092_1_E2_RE_SEC-04_local,10,10.0,2.0,92.9,70.7,69.2
