section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
MU-092_1_E2_RE_SEC-01_local,1,1.0,2.0,139.3,138.2,137.7
MU-092_1_E2_RE_SEC-01_local,2,2.0,2.0,136.8,129.8,128.3
MU-092_1_E2_RE_SEC-01_local,3,3.0,2.0,133.0,112.1,116.2
MU-092_1_E2_RE_SEC-01_local,4,4.0,2.0,124.4,59.3,55.7
MU-092_1_E2_RE_SEC-01_local,5,5.0,2.0,105.7,28.1,25.8
MU-092_1_E2_RE_SEC-01_local,6,6.0,2.0,94.0,44.3,48.5
MU-092_1_E2_RE_SEC-01_local,7,7.0,2.0,87.5,49.4,48.1
MU-092_1_E2_RE_SEC-01_local,8,8.0,2.0,81.9,28.1,25.3
MU-092_1_E2_RE_SEC-01_local,9,9.0,2.0,73.5,0.7,5.0
MU-092_1_E2_RE_SEC-01_local,10,10.0,2.0,64.7,41.3,44.4
MU-092_1_E2_RE_SEC-01_local,11,11.0,2.0,52.8,81.2,79.6
MU-092_1_E2_RE_SEC-01_local,12,12.0,2.0,41.0,82.1,88.2
MU-092_1_E2_RE_SEC-01_local,13,13.0,2.0,31.8,63.0,60.5
MU-092_1_E2_RE_SEC-01_local,14,14.0,2.0,24.3,48.9,46.5
