section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
BU-085_1_E1_RE_SEC-03_local,1,1.0,2.0,108.8,81.9,89.4
BU-085_1_E1_RE_SEC-03_local,2,2.0,2.0,81.4,55.9,55.5
BU-085_1_E1_RE_SEC-03_local,3,3.0,2.0,71.2,57.5,56.6
BU-085_1_E1_RE_SEC-03_local,4,4.0,2.0,68.8,54.5,53.8
BU-085_1_E1_RE_SEC-03_local,5,5.0,2.0,64.1,37.9,33.5
BU-085_1_E1_RE_SEC-03_local,6,6.0,2.0,58.0,36.7,39.3
BU-085_1_E1_RE_SEC-03_local,7,7.0,2.0,56.0,29.6,29.7
BU-085_1_E1_RE_SEC-03_local,8,8.0,2.0,50.8,7.2,174.9
BU-085_1_E1_RE_SEC-03_local,9,9.0,2.0,45.1,2.2,3.1
BU-085_1_E1_RE_SEC-03_local,10,10.0,2.0,39.9,1.1,2.4
BU-085_1_E1_RE_SEC-03_local,11,11.0,2.0,36.4,6.3,170.8
