section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
BU-087_1_E1_RE_SEC-04_local,1,1.0,2.0,58.7,60.1,81.5
BU-087_1_E1_RE_SEC-04_local,2,2.0,2.0,58.0,53.2,54.2
BU-087_1_E1_RE_SEC-04_local,3,3.0,2.0,55.1,52.4,51.6
BU-087_1_E1_RE_SEC-04_local,4,4.0,2.0,55.3,47.2,49.5
BU-087_1_E1_RE_SEC-04_local,5,5.0,2.0,51.9,34.0,29.9
BU-087_1_E1_RE_SEC-04_local,6,6.0,2.0,48.1,34.2,34.9
BU-087_1_E1_RE_SEC-04_local,7,7.0,2.0,46.8,32.5,33.2
BU-087_1_E1_RE_SEC-04_local,8,8.0,2.0,44.1,30.0,30.1
BU-087_1_E1_RE_SEC-04_local,9,9.0,2.0,43.0,29.9,30.1
BU-087_1_E1_RE_SEC-04_local,10,10.0,2.0,41.2,30.5,31.6
BU-087_1_E1_RE_SEC-04_local,11,11.0,2.0,40.7,36.8,35.8
