section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
MU-052_1_E1_RE_SEC-02_local,1,1.0,2.0,105.5,99.4,97.7
MU-052_1_E1_RE_SEC-02_local,2,2.0,2.0,98.5,82.9,83.1
MU-052_1_E1_RE_SEC-02_local,3,3.0,2.0,90.4,74.6,74.9
MU-052_1_E1_RE_SEC-02_local,4,4.0,2.0,86.4,76.7,78.3
MU-052_1_E1_RE_SEC-02_local,5,5.0,2.0,84.8,73.1,75.3
MU-052_1_E1_RE_SEC-02_local,6,6.0,2.0,81.8,53.4,50.7
MU-052_1_E1_RE_SEC-02_local,7,7.0,2.0,75.7,41.8,40.0
MU-052_1_E1_RE_SEC-02_local,8,8.0,2.0,71.9,38.4,43.3
MU-052_1_E1_RE_SEC-02_local,9,9.0,2.0,67.4,20.8,17.5
MU-052_1_E1_RE_SEC-02_local,10,10.0,2.0,61.7,14.5,12.1
MU-052_1_E1_RE_SEC-02_local,11,11.0,2.0,57.7,19.0,19.5
