section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
MU-052_1_E1_RE_SEC-10_local,1,1.0,2.0,97.3,62.8,54.3
MU-052_1_E1_RE_SEC-10_local,2,2.0,2.0,60.2,23.0,21.3
MU-052_1_E1_RE_SEC-10_local,3,3.0,2.0,46.5,20.3,19.1
MU-052_1_E1_RE_SEC-10_local,4,4.0,2.0,39.7,29.7,29.9
MU-052_1_E1_RE_SEC-10_local,5,5.0,2.0,39.6,46.4,47.7
MU-052_1_E1_RE_SEC-10_local,6,6.0,2.0,42.0,49.2,50.4
MU-052_1_E1_RE_SEC-10_local,7,7.0,2.0,42.5,47.0,46.4
MU-052_1_E1_RE_SEC-10_local,8,8.0,2.0,43.2,38.5,41.5
MU-052_1_E1_RE_SEC-10_local,9,9.0,2.0,41.6,31.2,28.4
MU-052_1_E1_RE_SEC-10_local,10,10.0,2.0,40.8,30.8,31.9
MU-052_1_E1_RE_SEC-10_local,11,11.0,2.0,39.6,27.8,27.3
