section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
MU-052_1_E1_RE_SEC-01_local,1,1.0,2.0,79.3,85.6,85.5
MU-052_1_E1_RE_SEC-01_local,2,2.0,2.0,84.9,77.2,76.8
MU-052_1_E1_RE_SEC-01_local,3,3.0,2.0,78.0,62.1,64.9
MU-052_1_E1_RE_SEC-01_local,4,4.0,2.0,73.4,43.9,41.2
MU-052_1_E1_RE_SEC-01_local,5,5.0,2.0,64.4,21.8,157.8
MU-052_1_E1_RE_SEC-01_local,6,6.0,2.0,56.6,28.0,29.4
MU-052_1_E1_RE_SEC-01_local,7,7.0,2.0,53.9,30.5,30.5
MU-052_1_E1_RE_SEC-01_local,8,8.0,2.0,49.8,23.2,22.1
MU-052_1_E1_RE_SEC-01_local,9,9.0,2.0,46.8,21.2,22.7
MU-052_1_E1_RE_SEC-01_local,10,10.0,2.0,43.8,20.1,19.3
MU-052_1_E1_RE_SEC-01_local,11,11.0,2.0,41.8,22.4,21.5
