section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
MU-052_1_E1_RE_SEC-05_local,1,1.0,2.0,91.8,85.8,79.9
MU-052_1_E1_RE_SEC-05_local,2,2.0,2.0,83.0,72.2,73.0
MU-052_1_E1_RE_SEC-05_local,3,3.0,2.0,78.6,63.6,59.1
MU-052_1_E1_RE_SEC-05_local,4,4.0,2.0,73.3,59.0,59.7
MU-052_1_E1_RE_SEC-05_local,5,5.0,2.0,70.7,75.8,70.2
MU-052_1_E1_RE_SEC-05_local,6,6.0,2.0,74.0,79.1,83.1
MU-052_1_E1_RE_SEC-05_local,7,7.0,2.0,73.0,57.6,56.7
MU-052_1_E1_RE_SEC-05_local,8,8.0,2.0,69.9,43.8,41.0
MU-052_1_E1_RE_SEC-05_local,9,9.0,2.0,66.5,45.0,45.3
MU-052_1_E1_RE_SEC-05_local,10,10.0,2.0,64.9,32.0,34.3
MU-052_1_E1_RE_SEC-05_local,11,11.0,2.0,60.4,17.2,18.3
