section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
MU-052_1_E1_RE_SEC-09_local,1,1.0,2.0,119.9,87.7,89.6
MU-052_1_E1_RE_SEC-09_local,2,2.0,2.0,86.0,52.3,48.9
MU-052_1_E1_RE_SEC-09_local,3,3.0,2.0,73.2,48.3,49.3
MU-052_1_E1_RE_SEC-09_local,4,4.0,2.0,66.1,47.5,47.0
MU-052_1_E1_RE_SEC-09_local,5,5.0,2.0,62.4,46.3,46.1
MU-052_1_E1_RE_SEC-09_local,6,6.0,2.0,59.2,43.9,44.8
MU-052_1_E1_RE_SEC-09_local,7,7.0,2.0,56.9,39.3,39.4
MU-052_1_E1_RE_SEC-09_local,8,8.0,2.0,54.1,35.5,34.9
MU-052_1_E1_RE_SEC-09_local,9,9.0,2.0,52.1,49.1,52.1
MU-052_1_E1_RE_SEC-09_local,10,10.0,2.0,53.0,35.5,34.9
MU-052_1_E1_RE_SEC-09_local,11,11.0,2.0,49.3,15.4,17.2
