section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
R-016_1_E2_RE_SEC-08_local,1,1.0,2.0,133.7,125.2,122.7
R-016_1_E2_RE_SEC-08_local,2,2.0,2.0,124.5,113.4,112.3
R-016_1_E2_RE_SEC-08_local,3,3.0,2.0,119.8,107.7,108.3
R-016_1_E2_RE_SEC-08_local,4,4.0,2.0,115.9,99.6,98.5
R-016_1_E2_RE_SEC-08_local,5,5.0,2.0,111.6,94.6,95.5
R-016_1_E2_RE_SEC-08_local,6,6.0,2.0,108.7,73.5,70.1
R-016_1_E2_RE_SEC-08_local,7,7.0,2.0,101.6,37.3,43.4
R-016_1_E2_RE_SEC-08_local,8,8.0,2.0,93.5,8.0,4.0
R-016_1_E2_RE_SEC-08_local,9,9.0,2.0,84.7,4.4,4.9
R-016_1_E2_RE_SEC-08_local,10,10.0,2.0,75.4,1.4,1.6
R-016_1_E2_RE_SEC-08_local,11,11.0,2.0,67.9,1.6,2.4
