section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
BU-179_1_E2_RE_SEC-05_local,1,1.0,2.0,88.1,98.4,95.3
BU-179_1_E2_RE_SEC-05_local,2,2.0,2.0,97.5,105.3,109.4
BU-179_1_E2_RE_SEC-05_local,3,3.0,2.0,99.5,84.4,85.9
BU-179_1_E2_RE_SEC-05_local,4,4.0,2.0,90.8,67.1,67.1
BU-179_1_E2_RE_SEC-05_local,5,5.0,2.0,85.9,61.7,62.1
BU-179_1_E2_RE_SEC-05_local,6,6.0,2.0,80.5,49.9,48.5
BU-179_1_E2_RE_SEC-05_local,7,7.0,2.0,75.2,44.1,44.1
BU-179_1_E2_RE_SEC-05_local,8,8.0,2.0,71.0,39.7,39.3
BU-179_1_E2_RE_SEC-05_local,9,9.0,2.0,67.0,34.9,36.0
BU-179_1_E2_RE_SEC-05_local,10,10.0,2.0,63.4,25.4,22.4
BU-179_1_E2_RE_SEC-05_local,11,11.0,2.0,59.1,15.5,17.9
