section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
MU-022_1_E1_RE_SEC-01_local,1,1.0,2.0,158.6,137.9,138.8
MU-022_1_E1_RE_SEC-01_local,2,2.0,2.0,137.6,106.4,107.7
MU-022_1_E1_RE_SEC-01_local,3,3.0,2.0,124.0,71.6,70.5
MU-022_1_E1_RE_SEC-01_local,4,4.0,2.0,105.4,41.4,42.2
MU-022_1_E1_RE_SEC-01_local,5,5.0,2.0,89.5,35.9,30.8
MU-022_1_E1_RE_SEC-01_local,6,6.0,2.0,79.8,62.8,65.1
MU-022_1_E1_RE_SEC-01_local,7,7.0,2.0,81.9,117.2,116.6
MU-022_1_E1_RE_SEC-01_local,8,8.0,2.0,88.6,94.1,95.8
MU-022_1_E1_RE_SEC-01_local,9,9.0,2.0,84.5,63.2,66.8
MU-022_1_E1_RE_SEC-01_local,10,10.0,2.0,82.1,55.9,57.9
MU-022_1_E1_RE_SEC-01_local,11,11.0,2.0,78.2,43.3,39.1
