section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
MU-022_1_E1_RE_SEC-05_local,1,1.0,2.0,74.5,72.3,75.7
MU-022_1_E1_RE_SEC-05_local,2,2.0,2.0,71.3,87.7,91.0
MU-022_1_E1_RE_SEC-05_local,3,3.0,2.0,83.2,97.2,100.9
MU-022_1_E1_RE_SEC-05_local,4,4.0,2.0,84.2,76.4,73.4
MU-022_1_E1_RE_SEC-05_local,5,5.0,2.0,80.4,65.6,65.5
MU-022_1_E1_RE_SEC-05_local,6,6.0,2.0,77.8,62.3,65.4
MU-022_1_E1_RE_SEC-05_local,7,7.0,2.0,74.9,57.5,55.4
MU-022_1_E1_RE_SEC-05_local,8,8.0,2.0,72.5,31.5,37.5
MU-022_1_E1_RE_SEC-05_local,9,9.0,2.0,65.5,1.0,169.8
MU-022_1_E1_RE_SEC-05_local,10,10.0,2.0,58.8,14.5,15.0
MU-022_1_E1_RE_SEC-05_local,11,11.0,2.0,56.2,28.9,32.5
