section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
R-003_1_E1_RE_SEC-08_local,1,1.0,2.0,105.8,101.1,94.7
R-003_1_E1_RE_SEC-08_local,2,2.0,2.0,100.3,84.3,89.0
R-003_1_E1_RE_SEC-08_local,3,3.0,2.0,91.1,70.5,70.7
R-003_1_E1_RE_SEC-08_local,4,4.0,2.0,85.1,64.5,62.3
R-003_1_E1_RE_SEC-08_local,5,5.0,2.0,80.2,61.6,62.8
R-003_1_E1_RE_SEC-08_local,6,6.0,2.0,77.3,61.3,60.8
R-003_1_E1_RE_SEC-08_local,7,7.0,2.0,74.8,59.9,60.5
R-003_1_E1_RE_SEC-08_local,8,8.0,2.0,72.7,60.3,60.0
R-003_1_E1_RE_SEC-08_local,9,9.0,2.0,71.4,59.4,60.9
R-003_1_E1_RE_SEC-08_local,10,10.0,2.0,70.0,53.3,52.3
R-003_1_E1_RE_SEC-08_local,11,11.0,2.0,68.1,47.0,46.8
