section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
BU-090_1_E2_RE_SEC-07_local,1,1.0,2.0,111.1,105.7,102.1
BU-090_1_E2_RE_SEC-07_local,2,2.0,2.0,104.7,94.5,92.9
BU-090_1_E2_RE_SEC-07_local,3,3.0,2.0,99.9,88.8,88.4
BU-090_1_E2_RE_SEC-07_local,4,4.0,2.0,96.7,91.4,92.6
BU-090_1_E2_RE_SEC-07_local,5,5.0,2.0,96.5,95.5,96.5
BU-090_1_E2_RE_SEC-07_local,6,6.0,2.0,96.3,77.2,81.8
BU-090_1_E2_RE_SEC-07_local,7,7.0,2.0,91.7,30.9,26.3
BU-090_1_E2_RE_SEC-07_local,8,8.0,2.0,82.5,4.0,4.8
BU-090_1_E2_RE_SEC-07_local,9,9.0,2.0,73.8,15.9,13.4
BU-090_1_E2_RE_SEC-07_local,10,10.0,2.0,63.4,28.5,36.6
BU-090_1_E2_RE_SEC-07_local,11,11.0,2.0,55.4,32.0,28.4
BU-090_1_E2_RE_SEC-07_local,12,12.0,2.0,47.0,34.8,35.8
