section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
BU-189_1_E1_RE_SEC-02_local,1,1.0,2.0,68.4,49.3,52.3
BU-189_1_E1_RE_SEC-02_local,2,2.0,2.0,48.1,31.4,31.4
BU-189_1_E1_RE_SEC-02_local,3,3.0,2.0,42.7,31.3,31.3
BU-189_1_E1_RE_SEC-02_local,4,4.0,2.0,39.4,27.9,27.9
BU-189_1_E1_RE_SEC-02_local,5,5.0,2.0,36.5,26.6,153.4
BU-189_1_E1_RE_SEC-02_local,6,6.0,2.0,34.9,27.1,27.5
BU-189_1_E1_RE_SEC-02_local,7,7.0,2.0,33.7,26.1,154.0
BU-189_1_E1_RE_SEC-02_local,8,8.0,2.0,32.6,14.3,18.4
BU-189_1_E1_RE_SEC-02_local,9,9.0,2.0,29.4,21.2,26.0
BU-189_1_E1_RE_SEC-02_local,10,10.0,2.0,23.2,44.7,45.4
