section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
BU-189_1_E1_RE_SEC-08_local,1,1.0,2.0,71.8,64.2,71.5
BU-189_1_E1_RE_SEC-08_local,2,2.0,2.0,64.1,41.5,39.9
BU-189_1_E1_RE_SEC-08_local,3,3.0,2.0,51.2,25.8,26.7
BU-189_1_E1_RE_SEC-08_local,4,4.0,2.0,44.6,24.6,23.6
BU-189_1_E1_RE_SEC-08_local,5,5.0,2.0,40.1,22.3,22.9
BU-189_1_E1_RE_SEC-08_local,6,6.0,2.0,36.8,21.1,20.9
BU-189_1_E1_RE_SEC-08_local,7,7.0,2.0,34.4,19.6,19.7
BU-189_1_E1_RE_SEC-08_local,8,8.0,2.0,32.3,17.1,16.9
BU-189_1_E1_RE_SEC-08_local,9,9.0,2.0,30.4,15.1,15.7
BU-189_1_E1_RE_SEC-08_local,10,10.0,2.0,28.8,14.3,13.8
BU-189_1_E1_RE_SEC-08_local,11,11.0,2.0,27.4,14.4,14.5
