section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
R-016_1_E1_RE_SEC-01_local,1,1.0,2.0,123.2,101.9,102.7
R-016_1_E1_RE_SEC-01_local,2,2.0,2.0,101.2,78.7,80.0
R-016_1_E1_RE_SEC-01_local,3,3.0,2.0,93.3,71.5,67.0
R-016_1_E1_RE_SEC-01_local,4,4.0,2.0,85.8,55.2,59.0
R-016_1_E1_RE_SEC-01_local,5,5.0,2.0,77.6,23.6,14.7
R-016_1_E1_RE_SEC-01_local,6,6.0,2.0,66.0,1.1,0.9
R-016_1_E1_RE_SEC-01_local,7,7.0,2.0,56.0,6.1,5.4
R-016_1_E1_RE_SEC-01_local,8,8.0,2.0,47.2,9.2,8.8
R-016_1_E1_RE_SEC-01_local,9,9.0,2.0,40.0,11.2,11.1
R-016_1_E1_RE_SEC-01_local,10,10.0,2.0,33.9,19.9,17.4
