section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
BU-073_1_E1_RE_SEC-09_local,1,1.0,2.0,80.9,64.7,59.2
BU-073_1_E1_RE_SEC-09_local,2,2.0,2.0,63.3,46.7,46.9
BU-073_1_E1_RE_SEC-09_local,3,3.0,2.0,58.1,42.5,42.6
BU-073_1_E1_RE_SEC-09_local,4,4.0,2.0,52.7,43.2,42.7
BU-073_1_E1_RE_SEC-09_local,5,5.0,2.0,52.1,42.6,45.0
BU-073_1_E1_RE_SEC-09_local,6,6.0,2.0,49.3,39.8,39.4
BU-073_1_E1_RE_SEC-09_local,7,7.0,2.0,48.4,38.8,38.2
BU-073_1_E1_RE_SEC-09_local,8,8.0,2.0,46.6,31.3,30.9
BU-073_1_E1_RE_SEC-09_local,9,9.0,2.0,44.4,39.6,39.4
BU-073_1_E1_RE_SEC-09_local,10,10.0,2.0,44.9,47.8,48.8
BU-073_1_E1_RE_SEC-09_local,11,11.0,2.0,44.8,53.0,56.2
