section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
MU-092_1_E1_RE_SEC-02_local,1,1.0,2.0,137.3,119.3,117.0
MU-092_1_E1_RE_SEC-02_local,2,2.0,2.0,118.6,97.6,97.4
MU-092_1_E1_RE_SEC-02_local,3,3.0,2.0,110.0,90.3,90.6
MU-092_1_E1_RE_SEC-02_local,4,4.0,2.0,103.4,92.3,94.2
MU-092_1_E1_RE_SEC-02_local,5,5.0,2.0,101.9,107.3,106.5
MU-092_1_E1_RE_SEC-02_local,6,6.0,2.0,104.4,109.2,111.9
MU-092_1_E1_RE_SEC-02_local,7,7.0,2.0,103.8,86.0,85.8
MU-092_1_E1_RE_SEC-02_local,8,8.0,2.0,99.6,66.7,63.1
MU-092_1_E1_RE_SEC-02_local,9,9.0,2.0,95.2,51.5,53.8
MU-092_1_E1_RE_SEC-02_local,10,10.0,2.0,89.7,36.2,35.8
MU-092_1_E1_RE_SEC-02_local,11,11.0,2.0,84.3,29.6,31.5
