section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
MU-092_1_E1_RE_SEC-09_local,1,1.0,2.0,132.8,117.3,116.2
MU-092_1_E1_RE_SEC-09_local,2,2.0,2.0,116.6,98.4,98.4
MU-092_1_E1_RE_SEC-09_local,3,3.0,2.0,109.7,96.1,99.0
MU-092_1_E1_RE_SEC-09_local,4,4.0,2.0,105.9,79.3,79.1
MU-092_1_E1_RE_SEC-09_local,5,5.0,2.0,97.3,62.1,60.7
MU-092_1_E1_RE_SEC-09_local,6,6.0,2.0,91.1,58.1,61.9
MU-092_1_E1_RE_SEC-09_local,7,7.0,2.0,85.8,45.2,42.7
MU-092_1_E1_RE_SEC-09_local,8,8.0,2.0,79.4,33.9,33.9
MU-092_1_E1_RE_SEC-09_local,9,9.0,2.0,74.2,36.4,36.1
MU-092_1_E1_RE_SEC-09_local,10,10.0,2.0,70.6,36.6,36.9
MU-092_1_E1_RE_SEC-09_local,11,11.0,2.0,67.1,35.6,33.0
