section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
R-005_1_E1_RE_SEC-02_local,1,1.0,2.0,92.7,80.2,75.6
R-005_1_E1_RE_SEC-02_local,2,2.0,2.0,79.5,62.0,62.1
R-005_1_E1_RE_SEC-02_local,3,3.0,2.0,71.8,53.4,53.5
R-005_1_E1_RE_SEC-02_local,4,4.0,2.0,66.1,50.3,50.0
R-005_1_E1_RE_SEC-02_local,5,5.0,2.0,62.8,48.0,48.4
R-005_1_E1_RE_SEC-02_local,6,6.0,2.0,59.9,43.4,43.6
R-005_1_E1_RE_SEC-02_local,7,7.0,2.0,57.2,40.3,39.9
R-005_1_E1_RE_SEC-02_local,8,8.0,2.0,55.0,38.0,38.0
R-005_1_E1_RE_SEC-02_local,9,9.0,2.0,52.8,36.2,36.6
R-005_1_E1_RE_SEC-02_local,10,10.0,2.0,51.2,32.3,32.0
R-005_1_E1_RE_SEC-02_local,11,11.0,2.0,49.1,28.2,28.2
