section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
R-005_1_E1_RE_SEC-05_local,1,1.0,2.0,97.9,80.8,78.6
R-005_1_E1_RE_SEC-05_local,2,2.0,2.0,79.6,57.2,56.3
R-005_1_E1_RE_SEC-05_local,3,3.0,2.0,70.6,49.8,49.8
R-005_1_E1_RE_SEC-05_local,4,4.0,2.0,64.5,45.8,44.8
R-005_1_E1_RE_SEC-05_local,5,5.0,2.0,60.3,45.0,44.5
R-005_1_E1_RE_SEC-05_local,6,6.0,2.0,57.7,43.1,43.3
R-005_1_E1_RE_SEC-05_local,7,7.0,2.0,55.2,40.5,40.3
R-005_1_E1_RE_SEC-05_local,8,8.0,2.0,53.2,41.1,41.3
R-005_1_E1_RE_SEC-05_local,9,9.0,2.0,52.0,40.9,41.2
R-005_1_E1_RE_SEC-05_local,10,10.0,2.0,50.7,39.2,39.7
R-005_1_E1_RE_SEC-05_local,11,11.0,2.0,49.6,37.8,38.7
