section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
R-005_1_E1_RE_SEC-08_local,1,1.0,2.0,109.4,92.4,93.6
R-005_1_E1_RE_SEC-08_local,2,2.0,2.0,91.5,64.7,62.0
R-005_1_E1_RE_SEC-08_local,3,3.0,2.0,79.1,54.1,54.0
R-005_1_E1_RE_SEC-08_local,4,4.0,2.0,72.3,53.5,53.8
R-005_1_E1_RE_SEC-08_local,5,5.0,2.0,68.3,53.1,53.1
R-005_1_E1_RE_SEC-08_local,6,6.0,2.0,65.4,51.3,51.6
R-005_1_E1_RE_SEC-08_local,7,7.0,2.0,63.2,52.2,51.2
R-005_1_E1_RE_SEC-08_local,8,8.0,2.0,62.0,53.9,55.8
R-005_1_E1_RE_SEC-08_local,9,9.0,2.0,61.0,56.1,55.8
R-005_1_E1_RE_SEC-08_local,10,10.0,2.0,60.7,53.7,55.1
