section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
R-001_1_E1_RE_SEC-07_local,1,1.0,2.0,93.2,81.9,79.0
R-001_1_E1_RE_SEC-07_local,2,2.0,2.0,81.2,63.3,65.4
R-001_1_E1_RE_SEC-07_local,3,3.0,2.0,73.2,51.6,49.8
R-001_1_E1_RE_SEC-07_local,4,4.0,2.0,66.4,47.4,48.5
R-001_1_E1_RE_SEC-07_local,5,5.0,2.0,62.5,48.1,47.1
R-001_1_E1_RE_SEC-07_local,6,6.0,2.0,60.0,50.1,50.3
R-001_1_E1_RE_SEC-07_local,7,7.0,2.0,58.8,54.9,54.0
R-001_1_E1_RE_SEC-07_local,8,8.0,2.0,58.7,58.0,60.5
R-001_1_E1_RE_SEC-07_local,9,9.0,2.0,58.6,54.0,53.6
R-001_1_E1_RE_SEC-07_local,10,10.0,2.0,57.7,51.2,51.6
