section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
BU-110_1_E1_RE_SEC-06_local,1,1.0,2.0,81.1,82.0,82.7
BU-110_1_E1_RE_SEC-06_local,2,2.0,2.0,80.6,76.9,78.4
BU-110_1_E1_RE_SEC-06_local,3,3.0,2.0,78.0,68.4,68.2
BU-110_1_E1_RE_SEC-06_local,4,4.0,2.0,74.4,53.5,52.6
BU-110_1_E1_RE_SEC-06_local,5,5.0,2.0,68.2,43.7,43.4
BU-110_1_E1_RE_SEC-06_local,6,6.0,2.0,64.1,43.5,44.8
BU-110_1_E1_RE_SEC-06_local,7,7.0,2.0,61.0,45.3,43.5
BU-110_1_E1_RE_SEC-06_local,8,8.0,2.0,59.3,41.3,41.5
BU-110_1_E1_RE_SEC-06_local,9,9.0,2.0,56.6,38.3,38.7
BU-110_1_E1_RE_SEC-06_local,10,10.0,2.0,55.1,34.2,34.0
BU-110_1_E1_RE_SEC-06_local,11,11.0,2.0,52.5,27.7,27.6
