section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
BU-079_1_E1_RE_SEC-09_local,1,1.0,2.0,87.7,75.1,71.2
BU-079_1_E1_RE_SEC-09_local,2,2.0,2.0,74.4,58.3,57.3
BU-079_1_E1_RE_SEC-09_local,3,3.0,2.0,67.6,54.9,54.8
BU-079_1_E1_RE_SEC-09_local,4,4.0,2.0,64.4,55.7,57.7
BU-079_1_E1_RE_SEC-09_local,5,5.0,2.0,62.7,38.8,39.4
BU-079_1_E1_RE_SEC-09_local,6,6.0,2.0,55.8,21.3,19.3
BU-079_1_E1_RE_SEC-09_local,7,7.0,2.0,51.1,18.2,17.9
BU-079_1_E1_RE_SEC-09_local,8,8.0,2.0,46.4,16.4,16.9
BU-079_1_E1_RE_SEC-09_local,9,9.0,2.0,43.1,20.1,20.5
BU-079_1_E1_RE_SEC-09_local,10,10.0,2.0,40.9,24.4,25.3
BU-079_1_E1_RE_SEC-09_local,11,11.0,2.0,39.6,30.9,32.1
