section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
MU-099_1_E1_RE_SEC-08_local,1,1.0,2.0,77.9,69.2,69.2
MU-099_1_E1_RE_SEC-08_local,2,2.0,2.0,67.5,59.3,55.9
MU-099_1_E1_RE_SEC-08_local,3,3.0,2.0,65.2,59.4,61.5
MU-099_1_E1_RE_SEC-08_local,4,4.0,2.0,63.5,57.7,56.1
MU-099_1_E1_RE_SEC-08_local,5,5.0,2.0,62.2,67.9,73.7
MU-099_1_E1_RE_SEC-08_local,6,6.0,2.0,64.8,65.0,62.1
MU-099_1_E1_RE_SEC-08_local,7,7.0,2.0,62.9,69.1,69.2
MU-099_1_E1_RE_SEC-08_local,8,8.0,2.0,65.8,65.1,68.3
MU-099_1_E1_RE_SEC-08_local,9,9.0,2.0,63.3,48.2,46.8
MU-099_1_E1_RE_SEC-08_local,10,10.0,2.0,62.2,48.5,50.9
MU-099_1_E1_RE_SEC-08_local,11,11.0,2.0,60.6,38.6,37.0
