section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
MU-011_1_E1_RE_SEC-02_local,1,1.0,2.0,111.6,88.9,85.0
MU-011_1_E1_RE_SEC-02_local,2,2.0,2.0,88.0,70.1,62.6
MU-011_1_E1_RE_SEC-02_local,3,3.0,2.0,83.9,76.9,82.4
MU-011_1_E1_RE_SEC-02_local,4,4.0,2.0,82.4,66.9,59.5
MU-011_1_E1_RE_SEC-02_local,5,5.0,2.0,77.3,44.3,50.3
MU-011_1_E1_RE_SEC-02_local,6,6.0,2.0,69.6,34.3,30.9
MU-011_1_E1_RE_SEC-02_local,7,7.0,2.0,64.8,37.0,37.3
MU-011_1_E1_RE_SEC-02_local,8,8.0,2.0,61.0,39.4,39.1
MU-011_1_E1_RE_SEC-02_local,9,9.0,2.0,58.9,33.2,37.8
MU-011_1_E1_RE_SEC-02_local,10,10.0,2.0,55.4,8.7,1.1
MU-011_1_E1_RE_SEC-02_local,11,11.0,2.0,50.1,2.0,0.1
