section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
MU-011_1_E1_RE_SEC-01_local,1,1.0,2.0,99.7,97.6,95.0
MU-011_1_E1_RE_SEC-01_local,2,2.0,2.0,97.5,86.7,88.2
MU-011_1_E1_RE_SEC-01_local,3,3.0,2.0,91.0,69.4,67.4
MU-011_1_E1_RE_SEC-01_local,4,4.0,2.0,83.2,57.8,62.1
MU-011_1_E1_RE_SEC-01_local,5,5.0,2.0,77.6,55.4,52.2
MU-011_1_E1_RE_SEC-01_local,6,6.0,2.0,73.9,54.0,59.8
MU-011_1_E1_RE_SEC-01_local,7,7.0,2.0,70.9,35.9,32.0
MU-011_1_E1_RE_SEC-01_local,8,8.0,2.0,64.8,17.4,17.9
MU-011_1_E1_RE_SEC-01_local,9,9.0,2.0,59.2,14.3,14.1
MU-011_1_E1_RE_SEC-01_local,10,10.0,2.0,54.6,17.2,161.3
MU-011_1_E1_RE_SEC-01_local,11,11.0,2.0,51.2,21.3,21.2
