section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
BU-105_1_E1_RE_SEC-08_local,1,1.0,2.0,94.6,94.6,93.5
BU-105_1_E1_RE_SEC-08_local,2,2.0,2.0,94.0,89.0,89.2
BU-105_1_E1_RE_SEC-08_local,3,3.0,2.0,90.9,67.6,73.8
BU-105_1_E1_RE_SEC-08_local,4,4.0,2.0,81.1,30.8,28.9
BU-105_1_E1_RE_SEC-08_local,5,5.0,2.0,68.2,1.2,1.5
BU-105_1_E1_RE_SEC-08_local,6,6.0,2.0,54.7,5.3,4.4
BU-105_1_E1_RE_SEC-08_local,7,7.0,2.0,46.3,2.6,1.6
BU-105_1_E1_RE_SEC-08_local,8,8.0,2.0,40.3,10.0,10.6
BU-105_1_E1_RE_SEC-08_local,9,9.0,2.0,36.9,15.5,15.6
BU-105_1_E1_RE_SEC-08_local,10,10.0,2.0,34.3,19.8,20.1
BU-105_1_E1_RE_SEC-08_local,11,11.0,2.0,33.2,30.1,28.2
