section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
BU-001_1_E1_RE_SEC-06_local,1,1.0,2.0,76.0,72.6,74.5
BU-001_1_E1_RE_SEC-06_local,2,2.0,2.0,70.9,68.6,65.8
BU-001_1_E1_RE_SEC-06_local,3,3.0,2.0,71.0,65.8,66.7
BU-001_1_E1_RE_SEC-06_local,4,4.0,2.0,68.3,52.8,55.7
BU-001_1_E1_RE_SEC-06_local,5,5.0,2.0,63.6,44.6,40.0
BU-001_1_E1_RE_SEC-06_local,6,6.0,2.0,60.3,42.4,43.0
BU-001_1_E1_RE_SEC-06_local,7,7.0,2.0,57.4,40.4,39.3
BU-001_1_E1_RE_SEC-06_local,8,8.0,2.0,55.2,38.4,39.8
BU-001_1_E1_RE_SEC-06_local,9,9.0,2.0,53.2,34.3,35.1
BU-001_1_E1_RE_SEC-06_local,10,10.0,2.0,51.0,33.1,32.7
BU-001_1_E1_RE_SEC-06_local,11,11.0,2.0,49.5,40.0,38.5
