section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
MU-233_1_E2_RE_SEC-07_local,1,1.0,2.0,132.9,122.1,119.4
MU-233_1_E2_RE_SEC-07_local,2,2.0,2.0,121.5,113.6,113.5
MU-233_1_E2_RE_SEC-07_local,3,3.0,2.0,119.9,119.2,120.4
MU-233_1_E2_RE_SEC-07_local,4,4.0,2.0,120.1,118.6,113.6
MU-233_1_E2_RE_SEC-07_local,5,5.0,2.0,119.3,107.0,112.5
MU-233_1_E2_RE_SEC-07_local,6,6.0,2.0,116.2,74.3,63.3
MU-233_1_E2_RE_SEC-07_local,7,7.0,2.0,107.0,69.1,75.9
MU-233_1_E2_RE_SEC-07_local,8,8.0,2.0,104.2,75.6,75.7
MU-233_1_E2_RE_SEC-07_local,9,9.0,2.0,99.8,61.8,66.0
MU-233_1_E2_RE_SEC-07_local,10,10.0,2.0,95.4,56.9,52.9
MU-233_1_E2_RE_SEC-07_local,11,11.0,2.0,91.7,57.3,59.4
