section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
BU-197_1_E1_RE_SEC-09_local,1,1.0,2.0,108.1,86.7,93.5
BU-197_1_E1_RE_SEC-09_local,2,2.0,2.0,86.1,29.8,25.9
BU-197_1_E1_RE_SEC-09_local,3,3.0,2.0,56.5,3.9,4.7
BU-197_1_E1_RE_SEC-09_local,4,4.0,2.0,39.8,3.3,175.8
BU-197_1_E1_RE_SEC-09_local,5,5.0,2.0,30.8,1.4,0.2
BU-197_1_E1_RE_SEC-09_local,6,6.0,2.0,26.1,1.3,3.6
BU-197_1_E1_RE_SEC-09_local,7,7.0,2.0,21.8,2.8,4.6
BU-197_1_E1_RE_SEC-09_local,8,8.0,2.0,18.4,3.3,178.0
BU-197_1_E1_RE_SEC-09_local,9,9.0,2.0,16.0,8.0,8.4
BU-197_1_E1_RE_SEC-09_local,10,10.0,2.0,12.9,14.6,15.0
BU-197_1_E1_RE_SEC-09_local,11,11.0,2.0,10.1,15.7,15.4
