section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
MU-063_1_E1_RE_SEC-07_local,1,1.0,2.0,98.1,79.9,84.0
MU-063_1_E1_RE_SEC-07_local,2,2.0,2.0,79.0,64.3,61.5
MU-063_1_E1_RE_SEC-07_local,3,3.0,2.0,74.5,62.3,63.7
MU-063_1_E1_RE_SEC-07_local,4,4.0,2.0,70.5,62.3,60.7
MU-063_1_E1_RE_SEC-07_local,5,5.0,2.0,69.6,74.4,75.0
MU-063_1_E1_RE_SEC-07_local,6,6.0,2.0,71.8,82.7,81.5
MU-063_1_E1_RE_SEC-07_local,7,7.0,2.0,73.4,84.0,84.2
MU-063_1_E1_RE_SEC-07_local,8,8.0,2.0,74.9,70.7,74.7
MU-063_1_E1_RE_SEC-07_local,9,9.0,2.0,72.8,46.7,41.5
MU-063_1_E1_RE_SEC-07_local,10,10.0,2.0,69.3,52.3,52.2
MU-063_1_E1_RE_SEC-07_local,11,11.0,2.0,69.0,58.5,61.7
