section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
BU-103_1_E1_RE_SEC-02_local,1,1.0,2.0,81.2,74.1,78.0
BU-103_1_E1_RE_SEC-02_local,2,2.0,2.0,71.5,53.1,48.4
BU-103_1_E1_RE_SEC-02_local,3,3.0,2.0,62.1,45.8,45.2
BU-103_1_E1_RE_SEC-02_local,4,4.0,2.0,58.2,48.9,49.4
BU-103_1_E1_RE_SEC-02_local,5,5.0,2.0,56.7,50.6,50.0
BU-103_1_E1_RE_SEC-02_local,6,6.0,2.0,55.6,46.9,52.5
BU-103_1_E1_RE_SEC-02_local,7,7.0,2.0,53.9,31.3,29.1
BU-103_1_E1_RE_SEC-02_local,8,8.0,2.0,49.7,10.4,15.7
BU-103_1_E1_RE_SEC-02_local,9,9.0,2.0,44.8,21.7,28.9
BU-103_1_E1_RE_SEC-02_local,10,10.0,2.0,37.4,41.5,41.7
