section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
R-009_1_E1_RE_SEC-07_local,1,1.0,2.0,98.7,88.4,86.2
R-009_1_E1_RE_SEC-07_local,2,2.0,2.0,87.6,73.4,72.6
R-009_1_E1_RE_SEC-07_local,3,3.0,2.0,81.2,65.2,65.5
R-009_1_E1_RE_SEC-07_local,4,4.0,2.0,76.0,54.3,55.3
R-009_1_E1_RE_SEC-07_local,5,5.0,2.0,70.1,44.7,42.6
R-009_1_E1_RE_SEC-07_local,6,6.0,2.0,65.3,46.4,48.3
R-009_1_E1_RE_SEC-07_local,7,7.0,2.0,63.0,46.1,47.2
R-009_1_E1_RE_SEC-07_local,8,8.0,2.0,60.3,39.3,37.7
R-009_1_E1_RE_SEC-07_local,9,9.0,2.0,57.6,38.2,41.3
R-009_1_E1_RE_SEC-07_local,10,10.0,2.0,55.7,42.2,40.7
R-009_1_E1_RE_SEC-07_local,11,11.0,2.0,54.7,42.8,43.0
