section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
R-009_1_E1_RE_SEC-02_local,1,1.0,2.0,74.5,66.0,70.9
R-009_1_E1_RE_SEC-02_local,2,2.0,2.0,65.1,57.2,58.9
R-009_1_E1_RE_SEC-02_local,3,3.0,2.0,62.6,51.7,51.4
R-009_1_E1_RE_SEC-02_local,4,4.0,2.0,58.3,41.8,39.1
R-009_1_E1_RE_SEC-02_local,5,5.0,2.0,54.2,31.4,33.0
R-009_1_E1_RE_SEC-02_local,6,6.0,2.0,49.2,26.8,25.8
R-009_1_E1_RE_SEC-02_local,7,7.0,2.0,46.1,30.7,30.9
R-009_1_E1_RE_SEC-02_local,8,8.0,2.0,44.4,35.1,34.9
R-009_1_E1_RE_SEC-02_local,9,9.0,2.0,43.6,37.8,37.9
R-009_1_E1_RE_SEC-02_local,10,10.0,2.0,43.0,38.6,39.8
R-009_1_E1_RE_SEC-02_local,11,11.0,2.0,42.6,23.1,19.5
