section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
R-002_1_E3_RE_SEC-07_local,1,1.0,2.0,102.1,93.3,91.3
R-002_1_E3_RE_SEC-07_local,2,2.0,2.0,92.4,82.9,82.9
R-002_1_E3_RE_SEC-07_local,3,3.0,2.0,89.3,87.7,87.4
R-002_1_E3_RE_SEC-07_local,4,4.0,2.0,90.0,100.6,103.3
R-002_1_E3_RE_SEC-07_local,5,5.0,2.0,94.0,100.6,102.4
R-002_1_E3_RE_SEC-07_local,6,6.0,2.0,93.5,91.6,90.0
R-002_1_E3_RE_SEC-07_local,7,7.0,2.0,93.3,87.1,87.8
R-002_1_E3_RE_SEC-07_local,8,8.0,2.0,91.9,86.5,86.5
R-002_1_E3_RE_SEC-07_local,9,9.0,2.0,91.8,90.6,91.2
R-002_1_E3_RE_SEC-07_local,10,10.0,2.0,91.6,84.1,83.9
